,id,loanAmnt,term,interestRate,installment,grade,subGrade,employmentTitle,employmentLength,homeOwnership,annualIncome,verificationStatus,issueDate,isDefault,purpose,postCode,regionCode,dti,delinquency_2years,ficoRangeLow,ficoRangeHigh,openAcc,pubRec,pubRecBankruptcies,revolBal,revolUtil,totalAcc,initialListStatus,applicationType,earliesCreditLine,title,policyCode,n0,n1,n2,n3,n4,n5,n6,n7,n8,n9,n10,n11,n12,n13,n14
196719,196719,30000,5,25.49,889.18,E,E4,4696,4 years,1,115000,2,2017/3/1,0,0,116,14,25.82,0,660,664,11,0,0,24817,58.4,24,1,0,2012/12/18,0,1,4,6,6,6,7,16,8,7,16,6,11,0,0,0,2
102069,102069,6400,3,9.99,206.48,B,B3,30036,< 1 year,0,200000,1,2015/10/1,0,0,161,14,12.44,0,675,679,8,3,0,8126,28.4,22,0,0,2012/12/19,0,1,4,3,3,3,4,10,4,5,12,3,8,0,0,0,3
444593,444593,20400,5,14.64,481.47,C,C3,38,10+ years,0,65641,1,2014/3/1,0,4,711,0,23.25,0,685,689,16,0,0,11353,42.8,34,1,0,2012/12/20,4,1,2,4,11,11,5,11,7,13,21,11,16,0,0,0,3
477234,477234,2500,3,7.91,78.24,A,A5,49,6 years,1,43000,0,2016/1/1,0,0,112,23,15.55,0,705,709,9,1,1,6538,57.4,19,0,0,2012/12/21,0,1,0,1,4,4,1,3,7,6,11,4,9,0,0,0,4
623203,623203,12000,5,15.61,289.34,D,D1,82961,2 years,1,40000,2,2015/5/1,0,0,253,21,7.65,0,660,664,7,0,0,8083,68.5,9,0,0,2012/12/22,0,1,0,5,7,7,5,5,0,7,9,7,7,0,0,0,1
592106,592106,23525,5,24.49,683.48,E,E3,161,2 years,0,70000,0,2016/7/1,1,0,105,17,15.07,0,680,684,26,0,0,10655,89.5,41,0,0,2012/12/23,0,1,0,7,9,9,6,13,22,9,17,9,25,0,0,0,3
153864,153864,21000,3,6.97,648.14,A,A3,3389,1 year,0,121000,1,2016/3/1,0,0,132,12,16.39,0,680,684,16,0,0,27345,49.1,24,0,0,2012/12/24,0,1,0,4,4,4,8,10,8,8,13,4,16,0,0,0,4
125123,125123,10000,3,8.38,315.12,B,B1,273,< 1 year,1,98500,1,2015/12/1,0,4,484,21,13.54,1,665,669,5,0,0,16322,59.4,18,0,0,2012/12/25,4,1,3,2,4,4,2,5,5,4,13,4,5,0,0,1,1
95902,95902,10000,3,5.32,301.15,A,A1,961,< 1 year,0,87000,0,2016/9/1,0,2,176,3,9.97,0,705,709,7,0,0,5265,35.3,16,0,0,2012/12/26,5,1,2,3,3,3,4,6,3,5,11,3,7,0,0,0,0
437152,437152,28000,3,14.99,970.5,C,C5,4432,5 years,0,116000,1,2015/1/1,1,0,412,13,14.92,0,685,689,14,0,0,32424,93.4,51,1,0,2012/12/27,0,1,0,4,8,8,5,14,17,10,34,8,14,0,0,0,2
705869,705869,7650,3,19.99,284.27,D,D4,54,,1,30000,1,2016/12/1,1,0,302,30,26.84,0,660,664,7,0,0,17679,86,9,1,0,2012/12/28,0,1,0,2,7,7,4,4,0,7,9,7,7,,0,0,1
265487,265487,25000,3,15.49,872.65,C,C4,87,4 years,1,55000,1,2018/5/1,0,0,108,21,22.39,0,695,699,8,0,0,13040,56.9,16,1,0,2012/12/29,0,1,2,4,5,5,4,5,5,6,11,5,8,0,0,0,3
352682,352682,18175,3,19.53,671.11,D,D5,364,3 years,1,54000,2,2016/3/1,0,0,277,8,31.29,0,685,689,9,0,0,13164,77.9,11,1,0,2012/12/30,0,1,0,3,4,4,3,3,4,6,7,4,9,0,0,0,2
261246,261246,3600,3,20.31,134.36,D,D5,268325,5 years,1,76598,0,2013/9/1,0,5,156,18,24.82,0,720,724,16,0,0,16668,77.5,26,1,0,2012/12/31,558,1,0,3,5,5,3,3,19,5,7,5,16,0,0,0,1
105732,105732,4200,3,11.99,139.49,B,B5,368,< 1 year,0,40000,0,2017/8/1,0,0,162,2,4.77,0,685,689,7,1,1,1524,14.2,8,0,1,2013/1/1,0,1,0,4,6,6,4,4,1,7,7,6,7,0,0,0,3
266775,266775,10800,3,9.16,344.25,B,B2,693,8 years,1,30000,0,2016/6/1,0,0,681,10,33.72,0,690,694,9,0,0,8180,54.5,17,0,0,2013/1/2,0,1,0,2,5,5,3,6,7,6,10,5,9,0,0,0,0
652199,652199,9950,3,12.99,335.21,B,B4,15890,10+ years,0,78046.8,2,2013/9/1,0,0,231,43,24.69,0,690,694,11,1,1,10992,49.1,28,0,0,2013/1/3,38,1,0,3,4,4,3,7,10,6,12,4,11,0,0,0,6
471614,471614,13800,3,11.53,455.27,B,B5,94633,6 years,1,70000,1,2015/3/1,0,0,54,28,29.8,0,670,674,9,0,0,7737,86.9,15,1,0,2013/1/4,0,1,0,2,4,4,2,3,10,4,5,4,9,0,0,0,3
531940,531940,20000,5,14.49,470.47,C,C4,87,10+ years,0,48000,2,2014/9/1,0,0,584,13,4.5,0,660,664,7,1,1,4403,57.2,19,0,0,2013/1/5,0,1,0,2,4,4,2,4,2,7,16,4,7,0,0,0,0
574153,574153,12000,3,18.85,438.97,D,D3,283459,2 years,1,48500,2,2013/7/1,0,0,498,32,18.48,0,660,664,19,1,1,7371,40.5,40,1,0,2013/1/6,0,1,1,5,6,6,6,13,19,8,17,6,19,0,0,0,5
411064,411064,5800,3,11.49,191.24,B,B5,18125,3 years,1,43000,1,2015/12/1,0,4,632,27,12.87,0,665,669,6,1,1,8682,98.7,14,0,0,2013/1/7,4,1,0,3,3,3,3,6,6,4,8,3,6,0,0,0,1
461582,461582,20075,3,10.99,657.14,B,B4,427,10+ years,0,65000,2,2015/7/1,1,4,121,14,28.23,0,675,679,17,0,0,27042,46.1,37,0,0,2013/1/8,4,1,0,8,14,14,9,16,5,15,30,14,17,0,0,0,3
340659,340659,20700,3,10.99,677.6,B,B3,2023,< 1 year,0,45000,2,2014/11/1,0,0,4,3,28.72,0,725,729,7,0,0,22303,66,27,0,0,2013/1/9,0,1,0,2,2,2,3,8,5,6,19,2,7,0,0,0,0
171271,171271,30000,5,11.99,667.19,B,B5,199,10+ years,0,132000,1,2014/11/1,1,0,89,3,15.23,0,705,709,15,0,0,37549,71.1,24,0,0,2013/1/10,0,1,0,7,7,7,9,11,8,10,12,7,15,0,0,0,0
385048,385048,10150,5,19.52,266.21,E,E3,3709,2 years,1,25473.84,2,2015/4/1,0,0,300,9,28.32,0,705,709,9,0,0,8004,70.2,12,1,0,2013/1/11,0,1,0,3,3,3,4,4,4,8,8,3,9,0,0,0,1
143010,143010,7700,3,15.61,269.23,D,D1,1423,4 years,1,26000,1,2014/9/1,1,0,51,13,10.99,1,670,674,15,0,0,8073,60.7,29,1,0,2013/1/12,0,1,0,3,5,5,4,7,15,7,14,5,15,0,0,0,7
696351,696351,12000,3,5.32,361.38,A,A1,54,,2,33700,2,2016/3/1,0,0,73,23,20.3,0,730,734,11,0,0,21553,51.9,43,0,0,2013/1/13,0,1,0,5,8,8,5,17,2,10,39,8,11,0,0,0,2
281257,281257,16000,3,15.05,555.04,C,C4,131790,10+ years,0,120000,2,2017/6/1,0,0,40,11,16.91,0,680,684,7,0,0,8158,100.7,29,0,0,2013/1/14,0,1,1,1,3,3,1,4,18,3,9,3,7,0,0,0,2
366134,366134,5000,3,8.18,157.1,B,B1,54,,1,15000,2,2015/5/1,0,4,219,21,13.76,0,665,669,11,1,1,5553,33.3,34,1,0,2013/1/15,4,1,0,3,4,4,4,12,7,11,27,4,11,0,0,0,1
575609,575609,7800,3,12.29,260.16,C,C1,6073,2 years,1,50000,2,2015/9/1,0,0,38,21,22.66,0,675,679,11,0,0,7906,54.5,14,0,0,2013/1/16,0,1,0,4,5,5,5,5,3,9,10,5,11,0,0,0,2
507117,507117,15000,3,10.99,491.01,B,B4,1228,10+ years,2,140000,0,2015/7/1,0,2,136,8,25.2,1,685,689,16,0,0,239752,46.8,25,0,0,2013/1/17,5,1,0,6,12,12,6,9,5,12,18,12,15,0,1,0,2
380241,380241,10000,3,12.42,334.16,B,B4,352474,1 year,1,54000,1,2012/1/1,0,5,302,30,2.44,0,715,719,4,0,0,2044,16.9,5,1,0,2013/1/18,2079,1,,,,,,,,,,,,,,,
273997,273997,10000,3,16.02,351.67,C,C5,118475,3 years,1,53000,1,2017/8/1,0,0,425,44,19.2,1,700,704,6,0,0,1936,22.5,23,0,0,2013/1/19,0,1,0,2,3,3,2,4,14,4,9,3,6,0,0,0,3
371227,371227,4000,3,10.99,130.94,B,B3,54,,1,36000,2,2014/7/1,0,0,48,10,6.77,0,685,689,4,0,0,2645,35.3,11,0,0,2013/1/20,0,1,0,3,4,4,3,3,7,4,4,4,4,0,0,0,0
787502,787502,14000,5,24.08,403.41,F,F2,193,10+ years,0,88000,2,2014/8/1,0,0,829,41,26.76,3,685,689,15,0,0,13999,54.9,39,1,0,2013/1/21,0,1,0,1,8,8,1,6,8,11,20,8,15,0,0,0,3
781866,781866,6725,3,10.91,219.89,B,B4,54,,0,66000,2,2017/6/1,0,3,418,45,6.38,2,695,699,14,0,0,13117,12.6,30,0,0,2013/1/22,3,1,0,2,3,3,5,7,7,12,21,3,14,0,0,0,5
28532,28532,6200,3,12.79,208.28,C,C1,144,6 years,0,124000,1,2016/8/1,0,0,167,8,16.57,0,715,719,23,0,0,8908,11.8,43,1,0,2013/1/23,0,1,0,3,6,6,9,19,10,20,32,6,23,0,0,0,0
215407,215407,8000,3,14.49,275.33,C,C4,505,6 years,0,165000,2,2016/10/1,0,5,103,36,17.08,0,695,699,12,0,0,21930,43.7,26,0,0,2013/1/24,6,1,3,4,4,4,4,14,4,5,16,4,12,0,0,0,2
776015,776015,5000,3,16.91,178.04,C,C5,1375,8 years,0,35000,2,2018/7/1,0,1,116,14,0.82,0,745,749,5,0,0,24,0.4,13,1,0,2013/1/25,1,1,0,1,1,1,4,4,5,4,7,1,5,0,0,0,4
479361,479361,35000,3,11.99,1162.34,B,B3,2559,10+ years,0,140000,2,2013/11/1,0,0,188,23,19.52,0,705,709,16,0,0,90341,71.6,26,0,0,2013/1/26,0,1,0,7,10,10,7,10,5,13,20,10,16,0,0,0,1
535001,535001,12000,3,7.39,372.67,A,A4,80,6 years,1,50000,2,2016/3/1,0,0,244,14,13.63,0,705,709,5,0,0,8941,82.8,20,0,0,2013/1/27,0,1,0,3,3,3,4,4,15,4,5,3,5,0,0,0,0
565145,565145,16925,5,21.48,462.46,E,E5,29,10+ years,1,47000,2,2015/12/1,1,3,197,4,22.09,0,680,684,10,1,1,6022,42,27,0,0,2013/1/28,3,1,0,3,7,7,6,8,9,7,15,5,10,,0,0,6
132778,132778,8800,3,13.35,298,C,C2,1547,3 years,2,75500,2,2014/7/1,0,5,249,36,9.87,0,660,664,10,1,1,6782,47.1,26,0,0,2013/1/29,6,1,1,3,6,6,3,8,5,9,20,6,10,0,0,0,4
739275,739275,15000,5,9.92,318.12,B,B2,511,10+ years,0,75000,0,2018/3/1,0,4,432,10,17.52,0,725,729,11,0,0,38891,56.9,21,0,0,2013/1/30,4,1,0,5,5,5,7,10,5,9,14,5,11,0,0,0,1
731135,731135,9000,3,12.12,299.45,B,B3,298809,6 years,1,39000,0,2013/5/1,0,4,50,13,21.14,0,705,709,10,0,0,10941,67.5,15,1,0,2013/1/31,87,1,0,2,5,5,2,4,6,5,9,5,10,0,0,0,2
307135,307135,12000,3,9.75,385.8,B,B3,55,6 years,2,117000,1,2016/6/1,0,3,81,15,27.97,1,700,704,15,0,0,20077,58.2,27,0,0,2013/2/1,3,1,0,2,5,5,3,4,13,9,12,5,15,0,0,0,2
553705,553705,9650,3,13.35,326.78,C,C2,196331,2 years,1,38000,1,2014/6/1,0,0,107,30,22.46,0,680,684,12,0,0,10760,59.4,17,0,0,2013/2/2,0,1,1,6,10,10,6,9,1,11,16,10,12,0,0,0,1
14183,14183,8000,3,11.67,264.46,B,B4,105639,1 year,1,80714,1,2014/6/1,0,0,643,45,34.39,0,690,694,19,0,0,8692,17.6,60,1,0,2013/2/3,0,1,1,2,7,7,6,13,33,14,26,7,18,0,0,0,6
183957,183957,9600,3,10.99,314.25,B,B4,4228,10+ years,0,119000,1,2016/9/1,0,0,370,13,13.82,3,690,694,14,0,0,12842,59.2,31,0,0,2013/2/4,0,1,0,5,5,5,6,11,6,9,18,5,14,0,0,0,2
487280,487280,12000,3,13.11,404.97,B,B4,313561,10+ years,1,66000,0,2013/3/1,0,0,406,8,14.99,0,685,689,16,0,0,13399,72,19,0,0,2013/2/5,46535,1,0,8,10,10,10,10,5,12,12,10,16,0,0,0,2
353629,353629,15200,5,15.99,369.56,D,D2,5088,10+ years,0,128000,1,2015/1/1,1,0,191,5,12.79,0,665,669,10,1,0,34022,85.5,34,0,0,2013/2/6,0,1,0,2,6,6,3,4,19,8,11,6,10,0,0,0,3
242454,242454,10000,3,7.97,313.23,A,A5,11665,5 years,0,48000,0,2017/10/1,0,0,164,20,25.75,0,725,729,8,0,0,7188,59.9,13,0,0,2013/2/7,0,1,0,2,2,2,3,4,4,4,7,2,8,0,0,0,2
154196,154196,35000,3,11.49,1154,B,B5,1777,10+ years,0,150000,2,2017/5/1,0,0,519,9,23.58,3,680,684,14,0,0,31885,94.1,25,1,0,2013/2/8,0,1,0,2,6,6,2,3,6,7,12,6,14,0,0,0,0
469357,469357,11000,3,10.75,358.83,B,B4,1083,10+ years,1,30000,1,2016/6/1,1,0,512,21,11.84,0,685,689,8,1,1,9439,61.3,15,0,0,2013/2/9,2,1,0,2,5,5,2,3,2,8,13,5,8,0,0,0,1
669255,669255,12000,5,11.99,266.88,C,C1,132278,8 years,0,89000,1,2016/4/1,0,0,19,14,12.78,0,675,679,12,1,1,10876,60.4,29,0,0,2013/2/10,0,1,0,3,7,7,3,7,7,11,19,7,11,0,0,0,1
6462,6462,15000,5,15.31,359.3,C,C5,116160,10+ years,0,55000,0,2016/2/1,0,0,235,8,18.66,1,670,674,21,0,0,12372,29.4,36,0,0,2013/2/11,0,1,3,5,10,10,7,10,10,15,21,10,21,0,0,1,4
367018,367018,6000,3,7.89,187.72,A,A5,88846,10+ years,1,48000,1,2015/4/1,0,5,480,8,13.35,0,675,679,8,1,1,2913,15.3,34,1,0,2013/2/12,6,1,0,1,3,3,3,9,10,7,17,3,8,0,0,0,0
423616,423616,21000,5,13.99,488.53,C,C1,284204,10+ years,0,150000,1,2012/5/1,0,0,177,26,3.62,0,745,749,5,0,0,3967,35.4,6,1,0,2013/2/13,70,1,,,,,,,,,,,,,,,
137645,137645,3000,3,17.27,107.37,C,C5,339724,4 years,1,24960,0,2012/8/1,0,0,512,21,4.76,0,670,674,6,0,0,1730,59.7,6,1,0,2013/2/14,63,1,,,,,3,,,,,,6,,,,
675829,675829,3200,3,8.9,101.62,A,A5,280,7 years,0,119000,1,2013/11/1,0,4,305,15,17.94,0,705,709,6,0,0,9541,51.6,21,1,0,2013/2/15,4,1,0,2,3,3,2,6,13,3,8,3,6,0,0,0,1
739879,739879,13675,3,12.12,454.99,B,B3,336401,10+ years,1,57500,0,2012/9/1,0,0,301,21,20.14,0,685,689,14,0,0,15852,78.1,24,1,0,2013/2/16,38,1,0,9,11,11,10,16,3,12,21,11,14,0,0,0,4
373930,373930,4000,3,15.59,139.82,C,C5,361201,10+ years,1,70000,2,2016/7/1,0,1,275,8,22.41,0,670,674,8,0,0,19269,86.8,14,1,0,2013/2/17,1,1,1,0,2,2,0,0,8,4,4,2,8,0,0,0,1
695611,695611,3200,3,12.79,107.5,C,C1,3382,10+ years,0,60000,0,2016/10/1,0,2,352,11,18.66,0,670,674,9,0,0,12937,74.8,32,1,0,2013/2/18,5,1,2,4,5,5,4,6,21,6,9,5,9,0,0,0,1
311301,311301,5000,3,16.29,176.51,D,D2,193010,< 1 year,1,45000,1,2014/7/1,0,0,584,13,13.28,1,660,664,10,0,0,4257,57.5,17,0,0,2013/2/19,0,1,2,5,5,5,8,9,5,9,11,5,10,0,0,1,4
84347,84347,16850,5,23.13,476.27,F,F2,54,,0,58152,2,2016/1/1,1,0,18,12,33.24,0,700,704,11,0,0,10408,39.4,44,0,0,2013/2/20,0,1,0,2,5,5,3,6,23,6,15,5,11,0,0,0,4
36689,36689,30550,3,20.75,1147.06,E,E2,52518,10+ years,1,110000,2,2016/3/1,1,0,438,9,18.38,0,670,674,15,1,1,14609,79,62,0,0,2013/2/21,0,1,1,4,9,9,14,17,30,9,30,8,14,,0,0,3
117566,117566,17500,3,6.92,539.71,A,A4,857,1 year,1,160000,1,2015/2/1,0,4,74,30,10.45,0,750,754,16,0,0,19658,21.4,19,0,0,2013/2/22,4,1,0,4,4,4,9,11,3,14,16,4,16,0,0,0,3
790163,790163,8650,3,14.49,297.7,C,C4,100,2 years,1,38000,1,2014/6/1,0,5,131,6,11.34,0,685,689,7,0,0,8600,48.9,19,1,0,2013/2/23,6,1,0,5,6,6,5,12,1,7,18,6,7,0,0,0,2
432172,432172,18000,3,6.89,554.89,A,A3,7141,10+ years,1,130000,0,2015/12/1,0,0,304,8,13.68,0,795,799,26,0,0,11997,10.1,43,0,0,2013/2/24,0,1,0,4,6,6,14,16,10,24,33,7,26,0,0,0,2
556223,556223,12000,3,11.99,398.52,C,C1,169363,2 years,1,52000,1,2016/1/1,0,4,177,26,29.45,2,670,674,20,0,0,12236,77.4,57,0,0,2013/2/25,4,1,3,2,2,2,2,15,40,4,17,3,20,0,0,0,0
716632,716632,8000,3,8.18,251.36,B,B1,62,2 years,0,110000,0,2015/6/1,0,2,134,8,9.63,1,680,684,7,1,0,7737,93.2,20,0,0,2013/2/26,5,1,0,1,3,3,1,2,15,3,4,3,7,0,0,1,2
787718,787718,12500,3,19.99,464.49,E,E3,307,10+ years,0,46000,0,2015/2/1,0,0,219,21,25.54,0,690,694,9,0,0,26678,95.3,31,1,0,2013/2/27,0,1,0,4,7,7,4,8,15,7,14,7,9,0,0,0,0
738261,738261,7200,3,15.8,252.43,C,C3,238519,3 years,2,24000,2,2013/5/1,0,0,13,10,32.2,0,680,684,7,0,0,7618,76.9,8,1,0,2013/2/28,455,1,0,3,4,4,4,4,2,6,6,4,7,0,0,0,1
554700,554700,6000,3,9.99,193.58,B,B3,31587,1 year,1,35000,1,2015/10/1,0,3,178,23,6.1,0,700,704,9,0,0,4849,28,12,0,0,2013/3/1,3,1,0,3,5,5,5,7,0,9,12,5,9,0,0,0,1
605050,605050,1200,3,12.12,39.93,B,B3,336231,8 years,0,72000,0,2012/9/1,0,0,99,8,24.78,0,700,704,12,0,0,29388,97.6,27,1,0,2013/3/2,0,1,0,6,7,7,6,10,14,7,12,7,12,0,0,0,2
92734,92734,12250,3,13.11,413.41,B,B4,311460,10+ years,0,51000,2,2013/3/1,0,0,162,2,33.98,0,690,694,12,0,0,34449,86.8,28,1,0,2013/3/3,0,1,0,6,7,7,7,13,10,9,16,7,12,0,0,0,2
52797,52797,23000,3,10.99,752.89,B,B3,199,10+ years,1,60000,1,2014/5/1,0,0,178,23,21.6,0,685,689,6,1,1,17179,79.5,11,1,0,2013/3/4,0,1,0,3,3,3,3,4,4,5,7,3,6,0,0,0,0
183613,183613,10200,3,11.53,336.51,B,B5,27171,4 years,2,57000,0,2015/9/1,0,0,171,8,19.14,0,700,704,10,0,0,17240,52.2,17,1,0,2013/3/5,0,1,0,6,8,8,6,10,3,9,14,8,10,0,0,0,2
302248,302248,8200,3,11.99,272.32,C,C1,2548,2 years,1,54424,0,2016/2/1,0,0,2,2,21.32,0,675,679,8,1,1,8897,57.8,11,0,0,2013/3/6,0,1,1,2,2,2,6,6,3,7,7,2,8,0,0,0,0
220393,220393,1200,3,22.95,46.43,F,F1,222786,6 years,1,15000,2,2013/2/1,0,3,235,8,1.2,0,690,694,1,0,0,651,93,2,0,0,2013/3/7,47812,1,0,1,1,1,1,2,0,1,2,1,1,0,0,0,0
562816,562816,16500,5,13.99,383.85,C,C4,77952,5 years,0,80000,1,2015/5/1,0,0,480,8,6.2,3,665,669,6,0,0,2370,25.8,22,0,0,2013/3/8,0,1,3,2,2,2,4,6,5,5,11,2,6,0,0,0,1
443037,443037,3000,3,7.89,93.86,A,A5,2477,10+ years,2,85000,0,2016/6/1,1,4,15,12,20.64,0,700,704,12,0,0,18889,96.9,20,1,0,2013/3/9,4,1,0,5,8,8,5,7,9,8,11,8,12,0,0,0,1
66137,66137,26250,3,7.26,813.65,A,A4,2131,10+ years,0,225000,2,2015/10/1,0,0,17,13,14.15,0,710,714,16,0,0,12682,52.4,42,0,0,2013/3/10,0,1,0,4,7,7,4,5,13,10,20,7,16,0,0,0,2
340588,340588,12000,3,9.99,387.15,B,B3,62952,2 years,1,45000,0,2015/7/1,0,0,644,26,17.49,3,670,674,7,0,0,4169,78.7,31,0,0,2013/3/11,0,1,1,2,3,3,4,11,13,5,18,3,7,0,0,1,0
254711,254711,12000,5,21.18,325.86,E,E3,6203,7 years,1,150000,2,2014/4/1,0,1,620,8,3.78,1,705,709,12,0,0,10307,44.6,36,0,0,2013/3/12,1,1,0,3,5,5,3,16,13,6,23,5,12,0,0,0,3
662395,662395,20000,3,6.99,617.46,A,A2,40932,2 years,1,250000,1,2016/6/1,0,0,109,21,11.6,0,790,794,5,0,0,2221,4.9,37,0,0,2013/3/13,0,1,0,1,1,1,2,14,19,2,14,1,5,0,0,0,3
659299,659299,14400,5,12.29,322.44,C,C1,38707,8 years,0,110000,0,2015/10/1,0,0,129,30,27,0,705,709,8,0,0,19632,93,22,0,0,2013/3/14,0,1,0,2,3,3,2,2,15,3,5,3,8,0,0,0,0
444824,444824,4000,3,10.75,130.49,B,B4,127092,2 years,1,70000,1,2016/6/1,0,0,404,22,15.19,0,675,679,16,1,1,3328,15.3,40,0,0,2013/3/15,0,1,0,3,5,5,4,11,16,12,22,5,16,0,0,0,5
325665,325665,5200,3,12.69,174.44,C,C2,20614,10+ years,1,32000,1,2015/10/1,0,0,324,10,19.57,0,685,689,10,0,0,15331,42,13,0,0,2013/3/16,0,1,0,6,7,7,6,8,2,9,11,7,10,0,0,0,2
234149,234149,15000,3,9.76,482.32,B,B3,666,2 years,1,39375,2,2016/1/1,0,4,423,4,22.46,1,665,669,7,0,0,15231,58.6,8,0,0,2013/3/17,4,1,0,2,5,5,2,2,1,6,7,5,7,0,0,0,1
478429,478429,6800,3,12.12,226.25,B,B3,331059,< 1 year,1,34000,1,2012/10/1,0,4,260,21,13.18,0,700,704,5,0,0,12769,60.2,12,1,0,2013/3/18,52695,1,0,4,4,4,4,10,0,5,12,4,5,0,0,0,0
779895,779895,20000,5,11.39,438.75,B,B3,56,< 1 year,0,61000,0,2016/11/1,0,4,196,14,19.48,1,730,734,13,0,0,5269,44.7,31,0,1,2013/3/19,4,1,0,2,2,2,3,9,19,3,10,2,13,0,0,0,0
316978,316978,5750,3,24.74,227.83,E,E3,179690,4 years,2,32000,1,2017/3/1,0,0,220,20,14.63,0,675,679,10,0,0,5229,61.5,16,1,0,2013/3/20,0,1,0,5,7,7,5,5,9,7,7,7,10,0,0,0,5
789689,789689,26150,3,9.49,837.54,B,B2,5763,7 years,0,52300,0,2016/8/1,0,0,73,23,26.86,0,740,744,50,0,0,28798,20.9,67,0,0,2013/3/21,0,1,0,13,25,25,20,24,8,43,58,26,50,0,0,0,3
386770,386770,8000,3,13.67,272.15,C,C3,19,3 years,1,54000,1,2016/3/1,0,0,222,12,12.18,0,660,664,7,4,0,3864,38.6,8,0,0,2013/3/22,0,1,0,4,4,4,4,4,3,5,5,4,7,0,0,0,2
474490,474490,14400,3,13.59,489.3,C,C2,5708,10+ years,0,65500,2,2018/2/1,0,0,40,11,31.73,0,700,704,16,0,0,188,0.9,22,0,0,2013/3/23,0,1,0,3,4,4,9,11,5,12,14,4,16,0,0,0,3
10132,10132,5600,3,6.49,171.61,A,A2,54,,0,35000,2,2014/10/1,0,4,254,33,15.64,0,815,819,9,0,0,7133,8.7,16,1,0,2013/3/24,4,1,0,6,6,6,7,9,1,7,12,6,9,0,0,0,1
669768,669768,28000,5,12.79,634.09,C,C1,376964,10+ years,0,110000,1,2016/10/1,0,0,104,23,15.63,0,730,734,8,0,0,18575,97.8,20,0,0,2013/3/25,0,1,0,2,3,3,2,5,9,4,9,3,8,0,0,0,1
615976,615976,27000,5,22.99,760.99,F,F2,980,8 years,0,54000,1,2015/6/1,1,0,91,7,36.51,0,680,684,12,1,1,6944,52.2,34,0,0,2013/3/26,0,1,2,3,4,4,4,11,20,5,14,4,12,0,0,0,4
535817,535817,30000,5,20.49,803.02,E,E2,50108,9 years,0,65000,2,2014/4/1,0,2,240,21,4.95,0,715,719,10,1,1,2468,12.7,15,0,0,2013/3/27,5,1,0,1,2,2,2,4,4,8,10,2,10,0,0,0,3
298436,298436,6000,3,14.49,206.5,C,C4,15395,4 years,0,60000,2,2016/9/1,0,10,62,13,12.92,0,680,684,17,0,0,6150,34.9,18,1,1,2013/3/28,2,1,0,4,7,7,4,5,9,8,9,7,17,0,0,0,3
373936,373936,35000,3,9.17,1115.77,B,B2,184,2 years,0,100000,2,2015/3/1,0,4,644,26,24.73,0,690,694,7,2,0,31450,51.6,13,1,0,2013/3/29,4,1,0,3,3,3,4,6,4,5,8,3,7,0,0,0,2
18917,18917,14000,5,14.31,328.01,C,C4,55,10+ years,0,62000,1,2014/11/1,0,0,514,13,18.1,0,690,694,10,0,0,6449,42.2,23,0,0,2013/3/30,0,1,0,3,4,4,3,6,8,7,10,4,10,0,0,0,4
183408,183408,11900,3,7.9,372.36,A,A4,220036,9 years,0,85000,1,2012/9/1,0,0,91,7,17.15,0,720,724,16,0,0,24747,41.3,26,1,0,2013/3/31,54626,1,0,6,6,6,9,13,4,13,22,6,16,0,0,0,2
498169,498169,8400,3,12.99,282.99,C,C2,29,5 years,1,80000,0,2015/1/1,0,0,166,8,23.9,0,660,664,18,0,0,22075,77.5,31,0,0,2013/4/1,0,1,1,6,7,7,7,7,22,9,9,7,18,0,0,0,3
434961,434961,16975,5,16.49,417.24,D,D3,7064,4 years,1,37000,1,2015/1/1,0,0,465,19,30.65,0,690,694,11,0,0,9048,51.1,28,1,0,2013/4/2,0,1,0,3,5,5,4,11,8,8,20,5,11,0,0,0,3
10233,10233,18700,5,20.49,500.55,E,E2,204963,10+ years,0,47000,0,2014/4/1,0,0,146,23,27.27,0,670,674,10,0,0,15777,61.4,29,0,0,2013/4/3,0,1,0,1,5,5,1,2,17,6,8,5,10,0,0,0,3
191623,191623,35000,3,18.49,1273.96,D,D5,1152,10+ years,2,110000,1,2016/2/1,0,0,166,8,21.55,2,665,669,16,0,0,89397,41.9,34,0,1,2013/4/4,2,1,1,8,10,10,11,19,7,14,25,10,15,0,0,0,4
759900,759900,10000,3,7.9,312.91,A,A4,54,,1,80000,1,2014/4/1,0,4,568,0,3.42,0,675,679,5,1,1,9178,74,13,1,0,2013/4/5,4,1,0,4,4,4,4,9,2,5,11,4,5,0,0,0,0
431372,431372,7000,3,19.2,257.31,D,D3,6314,8 years,2,62000,0,2013/10/1,0,3,570,43,21.04,0,660,664,8,0,0,17057,83.6,13,0,0,2013/4/6,3,1,0,4,6,6,4,4,7,6,6,6,8,0,0,0,2
416456,416456,6000,3,10.99,196.41,B,B4,362175,4 years,0,87000,2,2016/7/1,0,0,27,12,20.07,0,690,694,23,1,0,8820,26,34,0,0,2013/4/7,0,1,1,1,13,13,3,4,8,19,23,13,23,0,0,0,7
83459,83459,6000,3,12.59,200.99,C,C2,11215,10+ years,1,82500,2,2015/12/1,0,0,103,36,22.11,0,695,699,13,0,0,9503,27.3,26,0,0,2013/4/8,0,1,0,5,9,9,6,12,8,10,18,9,13,0,0,0,7
